#{"t_start": 1590684110.992594, "env_id": "zhedLevel5-v0"}
-1000,7,8.20228
-1110,16,8.211274
-1030,8,8.216271
-1090,14,8.223268
-1010,6,8.226265
-1100,15,8.23626
-990,4,8.238259
-1030,4,8.240258
-1070,14,8.250252
-970,4,8.252251
-1170,20,8.313216
-1070,12,8.321211
-1050,10,8.327207
-1040,9,8.332204
-1040,11,8.338201
-1010,6,8.342199
-990,4,8.344198
-1030,8,8.350194
-1130,18,8.360188
-1050,10,8.365185
-1050,10,8.370183
-1130,14,8.429149
-1030,8,8.433147
-1040,9,8.438144
-1000,7,8.443141
-1000,5,8.44614
-1000,5,8.448138
-1000,5,8.452136
-1000,5,8.454135
-1000,5,8.457133
-1010,6,8.461131
-990,6,8.465128
-1030,6,8.468127
-990,4,8.471125
-1130,16,8.47912
-1000,5,8.482119
-1010,8,8.487115
-1040,9,8.492112
-1020,5,8.495111
-1060,9,8.499108
-1060,11,8.557076
-1210,26,8.573066
-1150,18,8.581061
-1060,9,8.586059
-1000,5,8.589057
-1040,9,8.594054
-1050,10,8.600051
-1030,8,8.605048
-1060,11,8.612043
-970,4,8.615042
-1050,6,8.61804
-1020,7,8.621038
-980,5,8.624036
-1090,12,8.682003
-1010,8,8.687001
-1050,10,8.692997
-990,6,8.696995
-1150,18,8.70499
-1010,6,8.708988
-1020,7,8.713985
-1070,12,8.719981
-990,6,8.723979
-1060,11,8.729976
-1080,11,8.734973
-1040,9,8.74097
-1010,4,8.742969
-1020,7,8.746966
-1040,9,8.806931
-1070,12,8.814927
-1040,9,8.819924
-990,6,8.823922
-1080,13,8.830918
-1050,8,8.834915
-1020,5,8.837914
-1050,12,8.845909
-1050,12,8.853904
-970,4,8.856903
-1030,8,8.8619
-1020,5,8.864898
-1040,7,8.868896
-1090,14,8.876891
-1050,8,8.881888
-1020,7,8.939855
-970,4,8.942853
-990,6,8.945851
-990,6,8.949849
-1090,12,8.956846
-1060,9,8.961843
-1090,14,8.970838
-1050,10,8.976834
-1020,7,8.980831
-1000,5,8.98283
-1070,10,8.988827
-1080,11,8.993824
-1000,7,8.997822
-1050,10,9.002819
-1040,11,9.064783
-1050,8,9.068781
-980,5,9.072778
-990,6,9.075777
-1040,7,9.079775
-970,4,9.082773
-1040,9,9.088769
-1020,7,9.091768
-1010,6,9.094766
-1090,10,9.100763
-1030,6,9.10376
-1030,8,9.108758
-1020,5,9.111756
-1000,7,9.115754
-1080,13,9.123749
-1080,11,9.128746
-1030,10,9.135742
-1040,9,9.193709
-1060,11,9.199706
-1040,7,9.203703
-1150,20,9.213697
-1140,17,9.223692
-1040,11,9.229688
-1050,8,9.233686
-1000,5,9.237684
-1050,8,9.241681
-1040,9,9.246678
-1010,6,9.250676
-1050,10,9.257672
-1030,6,9.26067
-980,5,9.263668
-980,5,9.321636
-1040,9,9.326633
-1090,14,9.334628
-1060,9,9.339625
-1050,8,9.343623
-1000,5,9.346621
-1050,10,9.354616
-1000,5,9.356615
-1010,6,9.360613
-1020,7,9.36461
-1010,6,9.368608
-1040,11,9.375604
-970,4,9.378603
-1010,4,9.380601
-1100,15,9.388597
-1030,8,9.393594
-1060,9,9.45256
-990,4,9.455558
-1010,8,9.461555
-1040,9,9.466552
-1040,7,9.470549
-1160,17,9.478545
-1000,7,9.483542
-1030,8,9.48754
-1050,8,9.491537
-990,6,9.495535
-1030,8,9.500532
-980,5,9.503531
-1010,6,9.506529
-1020,5,9.509527
-1060,11,9.515523
-1050,8,9.519521
-980,5,9.52352
-1050,8,9.579487
-1000,7,9.584484
-1060,11,9.590481
-1050,10,9.595479
-1030,8,9.600475
-1030,8,9.604473
-1000,7,9.60947
-990,4,9.611469
-1060,9,9.616466
-1010,6,9.620463
-1030,4,9.622463
-990,4,9.625461
-1100,13,9.632456
-1040,11,9.640451
-970,4,9.64345
-1010,6,9.646448
-1010,6,9.649446
-980,5,9.705415
-1040,7,9.709412
-1020,5,9.711411
-990,4,9.71341
-1000,7,9.718407
-1130,16,9.726403
-1050,12,9.734398
-1010,4,9.736397
-1030,8,9.740395
-1110,14,9.74739
-1000,5,9.750389
-1000,5,9.753387
-990,6,9.757384
-1000,7,9.761382
-1030,8,9.766379
-1040,9,9.771376
-1020,9,9.828344
-1010,4,9.831342
-1120,17,9.841336
-990,6,9.844334
-1000,7,9.849331
-1060,11,9.855328
-1030,8,9.860325
-1090,14,9.867321
-990,6,9.871319
-1030,8,9.875316
-1130,16,9.884311
-1050,12,9.891307
-1010,6,9.894305
-980,5,9.897304
-1110,16,9.959269
-970,4,9.961267
-1040,7,9.965265
-1050,10,9.971262
-980,5,9.97426
-1020,7,9.978257
-1020,9,9.984254
-970,4,9.987252
-1000,5,9.990251
-1000,7,9.994248
-1060,9,9.999246
-1020,5,10.002244
-1020,9,10.00824
-1070,12,10.015236
-1000,5,10.018234
-990,4,10.020233
-1010,4,10.023232
-1020,5,10.02523
-1010,6,10.028229
-1030,8,10.085196
-970,4,10.087194
-1010,6,10.091192
-1000,7,10.09519
-1170,18,10.104185
-1000,5,10.107183
-1040,9,10.11218
-1030,8,10.117177
-1030,6,10.120175
-1090,16,10.12917
-1000,5,10.131169
-1020,7,10.135167
-1040,7,10.139165
-1130,18,10.152157
-1050,10,10.209125
-1030,8,10.214122
-990,6,10.21712
-1020,9,10.222117
-980,5,10.225116
-1020,7,10.229114
-1000,7,10.23411
-1050,10,10.240107
-1020,9,10.246103
-1050,10,10.2521
-1010,6,10.255098
-1020,9,10.262094
-1060,11,10.268091
-1100,17,10.281083
-1020,5,10.283082
-1050,8,10.34005
-1060,9,10.345046
-1010,6,10.349044
-1080,13,10.358039
-1040,9,10.363036
-1070,12,10.369033
-1000,5,10.372031
-1080,13,10.380027
-1020,7,10.384024
-1050,12,10.39202
-1030,8,10.396017
-1040,9,10.401014
-1020,9,10.407011
-1020,7,10.411009
-970,4,10.413008
-990,4,10.466977
-980,5,10.470974
-1080,9,10.474972
-1070,10,10.480968
-1020,7,10.484966
-1000,5,10.487964
-1030,10,10.49596
-1010,6,10.498958
-1030,6,10.501956
-1050,8,10.505954
-1000,5,10.508952
-970,4,10.51195
-1090,12,10.517947
-1020,7,10.521945
-1000,7,10.526942
-1030,10,10.533938
-1000,5,10.536936
-1020,7,10.540934
-970,4,10.594903
-1110,16,10.605896
-1020,7,10.609894
-1020,5,10.612892
-980,5,10.61589
-1060,11,10.622887
-1180,23,10.634879
-1080,13,10.642875
-1060,11,10.648872
-1110,16,10.658866
-1000,5,10.661864
-1010,6,10.665862
-1020,7,10.670859
-1080,13,10.729825
-1030,8,10.734822
-1040,9,10.73982
-1140,17,10.747815
-1020,7,10.751812
-980,5,10.75581
-1030,8,10.759808
-1100,15,10.767804
-1020,9,10.7728
-1010,4,10.774799
-990,6,10.778797
-1040,9,10.784794
-1000,7,10.788791
-1010,6,10.791789
-1050,8,10.847758
-1000,7,10.852754
-1090,12,10.85875
-1000,5,10.861749
-1050,8,10.865747
-990,6,10.869745
-1010,6,10.873742
-1030,6,10.87674
-1070,10,10.881737
-1040,7,10.884736
-1020,7,10.888733
-990,4,10.891732
-1010,6,10.89473
-1020,7,10.898728
-1090,16,10.909722
-1090,12,10.915718
-1000,5,10.918716
-1020,7,10.973685
-1020,7,10.978682
-1010,8,10.983679
-1070,12,10.989675
-1010,6,10.992673
-1070,12,10.999669
-1010,6,11.002668
-1020,5,11.005666
-1030,8,11.009664
-1030,8,11.014661
-1100,15,11.022657
-1000,7,11.027654
-1050,8,11.031651
-1050,10,11.036649
-1040,11,11.043644
-1020,7,11.100611
-1030,6,11.10361
-1020,5,11.105608
-1090,14,11.112604
-1010,8,11.117601
-1010,8,11.122599
-990,4,11.125597
-970,4,11.128595
-1010,6,11.131593
-1040,11,11.138589
-1050,8,11.142587
-980,5,11.145585
-1010,6,11.148584
-1060,11,11.15558
-1020,5,11.158578
-1010,6,11.161576
-1130,18,11.225539
-1090,12,11.231536
-990,4,11.233535
-1030,6,11.236533
-1020,9,11.24153
-1020,7,11.245528
-1020,7,11.249525
-1010,6,11.252524
-1080,13,11.261518
-1020,7,11.265517
-1110,14,11.273512
-1010,6,11.27651
-1030,6,11.280508
-1000,5,11.283506
-1020,7,11.287504
-990,4,11.289502
-1030,6,11.2935
-1040,7,11.348469
-1040,7,11.352467
-1000,5,11.355465
-990,6,11.359462
-980,5,11.362461
-1080,13,11.370456
-1000,5,11.373454
-1010,6,11.376452
-1040,9,11.38145
-1070,12,11.387446
-1080,13,11.395442
-1040,9,11.400439
-1030,8,11.405436
-1000,5,11.408434
-1010,8,11.414431
-1050,12,11.423425
-1090,12,11.480393
-1050,6,11.48439
-1050,8,11.488388
-980,5,11.491386
-980,5,11.494385
-1040,9,11.500381
-1050,10,11.505379
-990,4,11.507378
-1100,17,11.519371
-1000,5,11.522369
-1060,9,11.527366
-1020,7,11.531363
-1070,10,11.53736
-1090,16,11.548354
-1000,5,11.551352
-990,4,11.553351
-980,5,11.60832
-1060,9,11.613317
-1020,9,11.620313
-1030,8,11.62431
-1040,7,11.628308
-1050,12,11.636303
-1000,7,11.640301
-990,6,11.6433
-990,4,11.645298
-1030,8,11.650295
-1060,9,11.655292
-1000,7,11.65929
-990,4,11.662288
-1100,15,11.670284
-1020,7,11.674282
-1030,8,11.678279
-1120,17,11.741243
-1090,12,11.747239
-1250,30,11.767228
-1020,7,11.771226
-1030,10,11.777222
-1150,20,11.791214
-1120,15,11.800209
-1000,7,11.804207
-1030,10,11.810203
-980,5,11.865171
-1000,5,11.86817
-1030,8,11.873167
-1070,10,11.878164
-1010,6,11.881162
-1070,12,11.890157
-1020,5,11.893156
-1000,7,11.898153
-1070,12,11.906148
-1100,13,11.912145
-1000,7,11.917142
-990,4,11.919141
-1140,17,11.927136
-1010,4,11.930135
-1010,6,11.933133
-1020,7,11.93813
-990,4,11.9911
-1100,15,12.000094
-1050,12,12.009088
-1070,12,12.018083
-980,5,12.021081
-1000,7,12.025079
-1040,9,12.030076
-1020,7,12.034074
-1000,7,12.039071
-1020,7,12.043069
-1070,10,12.048066
-1020,9,12.053063
-1030,8,12.05806
-1030,6,12.061059
-1080,11,12.066056
-1050,10,12.124022
-1000,7,12.130019
-1080,13,12.137015
-1030,6,12.140013
-1020,9,12.146009
-1060,7,12.149008
-990,6,12.153006
-1030,10,12.160002
-1070,10,12.165998
-1040,9,12.171994
-1010,8,12.175992
-1030,6,12.178991
-1040,7,12.182988
-1070,10,12.188985
-1060,9,12.193982
-1040,11,12.251949
-1030,8,12.256946
-1040,9,12.261943
-1010,8,12.26694
-1010,4,12.268939
-1060,11,12.275935
-1030,8,12.279932
-990,4,12.281932
-1030,8,12.286929
-1010,6,12.290926
-990,4,12.293924
-1050,8,12.297922
-1110,16,12.305918
-1020,7,12.309915
-1050,12,12.317911
-990,4,12.31991
-1040,7,12.374878
-1010,6,12.378876
-1030,8,12.383873
-990,6,12.38887
-1030,10,12.394867
-1040,5,12.397865
-1040,9,12.402862
-1030,6,12.40686
-1050,10,12.411857
-1010,8,12.416855
-990,4,12.419853
-1030,8,12.42485
-1060,9,12.429847
-1020,5,12.432845
-1030,6,12.435843
-1010,6,12.439841
-1070,12,12.448836
-1090,12,12.505803
-1020,9,12.511799
-1040,7,12.515797
-1030,10,12.521794
-1000,5,12.524792
-1000,5,12.527791
-1060,13,12.536785
-990,6,12.540783
-1040,11,12.547779
-1070,14,12.556774
-1030,8,12.560771
-1020,7,12.564769
-990,6,12.569766
-990,6,12.573764
-1040,7,12.577761
-1080,13,12.635728
-1000,5,12.639726
-1020,9,12.645722
-1030,10,12.652718
-1020,5,12.655716
-1020,5,12.657715
-1030,8,12.662712
-1090,14,12.670708
-1140,21,12.6857
-1010,6,12.688698
-1030,10,12.694694
-1200,21,12.706687
-990,6,12.709685
-1070,12,12.768651
-1010,8,12.774648
-1040,7,12.777646
-1050,6,12.780644
-1040,9,12.787641
-1050,8,12.791638
-1070,12,12.798635
-1000,7,12.802632
-1000,5,12.80563
-1060,11,12.812627
-1010,6,12.815625
-990,4,12.817624
-1020,7,12.821622
-1070,14,12.831616
-1010,6,12.834613
-1010,8,12.840611
-1000,7,12.896578
-980,5,12.899576
-1020,7,12.903574
-1030,8,12.90957
-1080,13,12.916567
-1020,9,12.922562
-1010,6,12.925561
-1050,8,12.929559
-1060,13,12.936555
-1050,10,12.942551
-1080,13,12.950547
-1020,7,12.953545
-1100,13,12.960541
-1070,12,13.019507
-970,4,13.021506
-1040,9,13.026503
-970,4,13.029501
-1040,7,13.033499
-1070,10,13.039496
-1060,11,13.045492
-970,4,13.048491
-1030,8,13.053488
-1020,7,13.057485
-1190,22,13.071477
-1070,12,13.078473
-1050,10,13.08447
-1080,13,13.092466
-1060,13,13.151431
-1020,5,13.15343
-1010,8,13.158427
-1010,6,13.162425
-1010,4,13.164424
-1140,17,13.173419
-970,4,13.175417
-1040,9,13.180415
-990,6,13.184412
-980,5,13.187411
-1020,7,13.191408
-970,4,13.194407
-1030,10,13.200403
-1050,10,13.2064
-990,6,13.210397
-970,4,13.213396
-1020,7,13.217393
-1040,7,13.220392
-1000,5,13.27436
-1110,16,13.283355
-1090,16,13.294349
-1010,8,13.298347
-1020,7,13.303344
-990,6,13.307341
-1050,8,13.311339
-1000,5,13.314338
-1060,11,13.320334
-1040,7,13.324332
-1010,6,13.327331
-1050,12,13.335325
-1070,14,13.345319
-1070,12,13.404286
-1080,13,13.411282
-1060,7,13.41428
-1000,7,13.419277
-1140,19,13.430271
-1110,14,13.438266
-1010,6,13.441264
-1070,12,13.44826
-1000,7,13.453257
-1010,4,13.455256
-990,6,13.459254
-1020,7,13.463252
-1030,6,13.46625
-1000,5,13.469248
-1040,7,13.472246
-1080,15,13.533211
-990,4,13.53621
-1020,9,13.542206
-1020,7,13.546204
-980,5,13.549202
-1060,11,13.557198
-1090,16,13.565193
-1000,5,13.568191
-1030,8,13.572189
-1010,8,13.577186
-1170,22,13.589179
-1100,17,13.601172
-1070,12,13.661138
-1020,9,13.668133
-1020,7,13.672131
-1070,12,13.679127
-1030,10,13.686123
-1030,6,13.689122
-1040,11,13.696117
-1030,8,13.701115
-1000,5,13.704113
-1030,8,13.70911
-1090,16,13.719104
-1060,11,13.725101
-1010,6,13.728099
-970,4,13.731097
-990,6,13.735095
-1010,8,13.792063
-1000,7,13.79606
-1070,12,13.805055
-1010,6,13.809053
-1040,11,13.816049
-1020,7,13.820046
-1060,11,13.827042
-990,6,13.83104
-1000,5,13.834039
-1020,7,13.839036
-1070,10,13.845032
-1060,11,13.852028
-1000,7,13.856026
-1010,6,13.860024
-1090,16,13.870018
-990,6,13.924986
-990,6,13.928984
-1010,8,13.93498
-1060,11,13.940977
-1010,8,13.946973
-1150,22,13.960966
-1030,6,13.963964
-1050,8,13.968961
-1020,5,13.971959
-1100,13,13.978955
-1000,5,13.981954
-1030,6,13.984952
-990,6,13.989949
-1050,12,13.996945
-1030,10,14.054911
-1030,6,14.05791
-1110,18,14.070903
-1070,10,14.076899
-1040,9,14.080896
-1030,8,14.085893
-1000,7,14.090891
-1120,15,14.098886
-1020,7,14.103883
-1160,23,14.119874
-1040,9,14.124871
-1190,26,14.193832
-1050,12,14.200827
-1020,9,14.206824
-1010,6,14.210822
-1010,6,14.21382
-1020,9,14.219817
-1080,11,14.225813
-990,6,14.228811
-1180,25,14.243803
-1070,12,14.252797
-1000,7,14.256795
-1010,8,14.261792
-1010,6,14.316761
-1020,7,14.320758
-1090,12,14.327754
-1130,18,14.339747
-1030,10,14.346743
-1120,19,14.359736
-1100,15,14.366732
-1070,12,14.373728
-1100,17,14.383722
-1170,24,14.451683
-1050,12,14.459678
-1080,15,14.468673
-1000,7,14.472671
-1160,21,14.484675
-1080,11,14.49166
-980,5,14.494658
-1030,10,14.500655
-990,4,14.503654
-1170,22,14.514647
-1030,10,14.520644
-1200,25,14.588604
-1010,6,14.591602
-1040,7,14.5956
-980,5,14.599597
-1060,11,14.606594
-1060,13,14.61359
-1070,10,14.619586
-1030,10,14.626582
-1000,7,14.63058
-1100,17,14.641574
-1030,10,14.64857
-1020,7,14.652567
-1040,9,14.709535
-1000,5,14.712533
-1000,7,14.716531
-1100,17,14.728524
-1010,6,14.732522
-1110,16,14.740516
-1120,17,14.750512
-980,5,14.753509
-1020,7,14.757508
-1280,35,14.782493
-1030,6,14.785491
-1040,9,14.843457
-1040,11,14.851453
-1450,52,14.880436
-1040,7,14.884434
-1430,48,14.909419
-1220,29,14.980379
-1090,14,14.989374
-1090,16,14.999368
-990,6,15.003366
-1080,15,15.01336
-1080,15,15.022355
-1110,16,15.03135
-1050,8,15.036347
-1050,10,15.042344
-1000,7,15.098311
-1020,7,15.103308
-970,4,15.105307
-1070,12,15.114302
-1240,31,15.13429
-1020,7,15.138288
-1000,7,15.143285
-1290,36,15.163273
-1020,7,15.168271
-1300,37,15.245226
-1180,25,15.259218
-1200,25,15.276208
-1260,33,15.298195
-1160,23,15.362159
-1260,31,15.383147
-1040,11,15.391143
-1240,31,15.412131
-1210,26,15.429121
-1070,12,15.437116
-1020,9,15.443112
-1140,21,15.510074
-1050,8,15.514071
-1220,29,15.531062
-1170,22,15.546053
-1180,23,15.561044
-1040,11,15.568043
-1350,40,15.640998
-1250,30,15.657989
-1080,13,15.664985
-1030,10,15.670982
-1060,13,15.679976
-1530,58,15.769925
-990,6,15.774922
-2020,109,15.901848
-1110,16,15.911843
-1060,13,15.920837
-1080,13,15.928833
-1340,41,15.956817
-1210,28,15.975806
-1210,28,16.045765
-2590,164,16.209671
-1640,71,16.255645
-1110,18,16.317609
-1110,16,16.327603
-1040,9,16.332601
-1220,27,16.349591
-1840,89,16.462526
-1860,93,16.517494
-1060,13,16.57746
-1130,18,16.588454
-1100,15,16.597448
-1420,47,16.62943
-1040,11,16.636426
-1840,91,16.740366
-1160,21,16.754357
-2150,122,16.88928
-1590,66,16.986224
-2150,120,17.119148
-1240,29,17.139136
-1890,94,17.2021
-2460,151,17.408981
-2040,111,17.537906
-1230,28,17.556895
-1150,20,17.569888
-1330,40,17.595873
-1200,25,17.608866
-3000,207,17.830739
-1690,76,17.933679
-2410,148,18.073599
-2260,133,18.216516
-8920,799,18.987073
-1190,24,19.001065
-2030,110,19.116999
-1170,22,19.129991
-4250,332,19.502776
-4230,330,19.803603
-1350,40,19.87856
-1190,24,19.894551
-3470,254,20.17239
-5110,418,20.610139
-2010,108,20.723074
-4180,325,21.089863
-2140,119,21.222786
-29500,2857,24.229056
-24260,2333,26.517739
-5670,474,27.033442
-14290,1334,28.453624
-7190,624,29.138231
-3340,239,29.379092
-3840,291,29.680918
-4550,362,30.077689
-4380,345,30.453474
-36350,3542,34.30026
-270380,26945,63.871241
